customer_id,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score
50031,1,1,1200.32,5,3,3,533
50040,1,1,1200.32,5,3,3,533
50042,1,1,4200.0,5,3,4,534
50045,1,1,9602.72,5,3,4,534
50046,1,1,7502.0,5,3,4,534
50047,1,1,5401.53,5,3,4,534
50048,1,1,1050.0,5,3,3,533
50053,1,1,9602.72,5,3,4,534
50054,1,1,1016.5,5,3,3,533
50055,1,1,2700.7200000000003,5,3,3,533
50058,1,1,4801.28,5,3,4,534
50062,1,1,2400.68,5,3,3,533
50063,1,1,2700.7200000000003,5,3,3,533
50065,1,1,2700.7200000000003,5,3,3,533
50067,1,1,1200.32,5,3,3,533
50071,1,1,5401.53,5,3,4,534
50073,1,1,7502.0,5,3,4,534
50074,1,1,2700.7200000000003,5,3,3,533
50075,1,1,2700.7200000000003,5,3,3,533
50076,1,1,1200.32,5,3,3,533
50078,1,1,650.56,5,3,3,533
50079,1,1,1200.32,5,3,3,533
50082,1,1,7502.0,5,3,4,534
50083,1,1,4801.28,5,3,4,534
50087,1,1,4801.28,5,3,4,534
50088,1,1,650.56,5,3,3,533
50090,1,1,5401.53,5,3,4,534
50095,1,1,4801.28,5,3,4,534
50096,1,1,1016.5,5,3,3,533
50098,1,1,650.56,5,3,3,533
50102,1,1,2700.7200000000003,5,3,3,533
50106,1,1,7502.0,5,3,4,534
50108,1,1,1200.32,5,3,3,533
50109,1,1,7502.0,5,3,4,534
50110,1,1,7502.0,5,3,4,534
50116,1,1,2700.7200000000003,5,3,3,533
50117,1,1,9602.72,5,3,4,534
50122,1,1,1016.5,5,3,3,533
50123,1,1,7502.0,5,3,4,534
50125,1,1,1200.32,5,3,3,533
50128,1,1,2400.68,5,3,3,533
50129,1,1,1200.32,5,3,3,533
50130,1,1,650.56,5,3,3,533
50132,1,1,896.0,5,3,3,533
50133,1,1,2700.7200000000003,5,3,3,533
50135,1,1,1200.32,5,3,3,533
50139,1,1,7502.0,5,3,4,534
50141,1,1,4801.28,5,3,4,534
50143,1,1,2700.7200000000003,5,3,3,533
50144,1,1,7502.0,5,3,4,534
50149,1,1,896.0,5,3,3,533
50150,1,1,4801.28,5,3,4,534
50151,1,1,4801.28,5,3,4,534
50152,1,1,4801.28,5,3,4,534
50153,1,1,7502.0,5,3,4,534
50154,1,1,2700.7200000000003,5,3,3,533
50155,1,1,1200.32,5,3,3,533
50159,1,1,4801.28,5,3,4,534
50160,1,1,7502.0,5,3,4,534
50163,1,1,1050.0,5,3,3,533
50164,1,1,600.17,5,3,3,533
50165,1,1,2700.7200000000003,5,3,3,533
50168,1,1,1016.5,5,3,3,533
50170,1,1,1200.32,5,3,3,533
50172,1,1,2700.7200000000003,5,3,3,533
50177,1,1,7502.0,5,3,4,534
50179,1,1,4801.28,5,3,4,534
50180,1,1,2400.68,5,3,3,533
50182,1,1,4801.28,5,3,4,534
50184,1,1,1200.32,5,3,3,533
50185,1,1,1200.32,5,3,3,533
50194,1,1,1200.32,5,3,3,533
50196,1,1,4801.28,5,3,4,534
50198,1,1,1200.32,5,3,3,533
50199,1,1,1200.32,5,3,3,533
50204,1,1,1016.5,5,3,3,533
50206,1,1,650.56,5,3,3,533
50209,1,1,2400.68,5,3,3,533
50211,1,1,4801.28,5,3,4,534
50215,1,1,4801.28,5,3,4,534
50225,1,1,1016.5,5,3,3,533
50227,1,1,7502.0,5,3,4,534
50230,1,1,1016.5,5,3,3,533
50231,1,1,2700.7200000000003,5,3,3,533
50232,1,1,2700.7200000000003,5,3,3,533
50238,1,1,2700.7200000000003,5,3,3,533
50241,1,1,650.56,5,3,3,533
50243,1,1,7502.0,5,3,4,534
50244,1,1,4801.28,5,3,4,534
50246,1,1,5401.53,5,3,4,534
50251,1,1,2700.7200000000003,5,3,3,533
50253,1,1,1200.32,5,3,3,533
50254,1,1,650.56,5,3,3,533
50256,1,1,2700.7200000000003,5,3,3,533
50257,1,1,1016.5,5,3,3,533
50259,1,1,2400.68,5,3,3,533
50264,1,1,4801.28,5,3,4,534
50267,1,1,1016.5,5,3,3,533
50270,1,1,2700.7200000000003,5,3,3,533
50272,1,1,650.56,5,3,3,533
50273,1,1,2700.7200000000003,5,3,3,533
50274,1,1,7502.0,5,3,4,534
50275,1,1,2700.7200000000003,5,3,3,533
50280,1,1,7502.0,5,3,4,534
50281,1,1,5401.53,5,3,4,534
50282,1,1,7502.0,5,3,4,534
50284,1,1,7502.0,5,3,4,534
50286,1,1,2700.7200000000003,5,3,3,533
50287,1,1,2700.7200000000003,5,3,3,533
50289,1,1,4801.28,5,3,4,534
50294,1,1,1016.5,5,3,3,533
50295,1,1,4801.28,5,3,4,534
50302,1,1,9602.72,5,3,4,534
50304,1,1,1016.5,5,3,3,533
50305,1,1,2400.68,5,3,3,533
50306,1,1,4200.0,5,3,4,534
50309,1,1,600.17,5,3,3,533
50310,1,1,4801.28,5,3,4,534
50311,1,1,4801.28,5,3,4,534
50316,1,1,600.17,5,3,3,533
50318,1,1,1200.32,5,3,3,533
50319,1,1,896.0,5,3,3,533
50320,1,1,4801.28,5,3,4,534
50325,1,1,896.0,5,3,3,533
50326,1,1,600.17,5,3,3,533
50328,1,1,4801.28,5,3,4,534
50330,1,1,2700.7200000000003,5,3,3,533
50331,1,1,2400.68,5,3,3,533
50334,1,1,2700.7200000000003,5,3,3,533
50336,1,1,1200.32,5,3,3,533
50337,1,1,4801.28,5,3,4,534
50341,1,1,650.56,5,3,3,533
50342,1,1,7502.0,5,3,4,534
50343,1,1,4801.28,5,3,4,534
50344,1,1,650.56,5,3,3,533
50345,1,1,5401.53,5,3,4,534
50347,1,1,4801.28,5,3,4,534
50348,1,1,1200.32,5,3,3,533
50350,1,1,5401.53,5,3,4,534
50352,1,1,1200.32,5,3,3,533
50354,1,1,1016.5,5,3,3,533
50356,1,1,1200.32,5,3,3,533
50360,1,1,5401.53,5,3,4,534
50365,1,1,2700.7200000000003,5,3,3,533
50366,1,1,600.17,5,3,3,533
50368,1,1,5401.53,5,3,4,534
50370,1,1,2700.7200000000003,5,3,3,533
50374,1,1,4801.28,5,3,4,534
50375,1,1,896.0,5,3,3,533
50379,1,1,1016.5,5,3,3,533
50382,1,1,2400.68,5,3,3,533
50383,1,1,4801.28,5,3,4,534
50386,1,1,9602.72,5,3,4,534
50388,1,1,4801.28,5,3,4,534
50389,1,1,1200.32,5,3,3,533
50390,1,1,4801.28,5,3,4,534
50393,1,1,4801.28,5,3,4,534
50394,1,1,7502.0,5,3,4,534
50395,1,1,7502.0,5,3,4,534
50396,1,1,1200.32,5,3,3,533
50397,1,1,1016.5,5,3,3,533
50400,1,1,1016.5,5,3,3,533
50407,1,1,2700.7200000000003,5,3,3,533
50410,1,1,1200.32,5,3,3,533
50414,1,1,7502.0,5,3,4,534
50415,1,1,1016.5,5,3,3,533
50416,1,1,600.17,5,3,3,533
50417,1,1,2700.7200000000003,5,3,3,533
50420,1,1,1200.32,5,3,3,533
50421,1,1,2700.7200000000003,5,3,3,533
50422,1,1,2700.7200000000003,5,3,3,533
50423,1,1,2700.7200000000003,5,3,3,533
50424,1,1,650.56,5,3,3,533
50427,1,1,2400.68,5,3,3,533
50430,1,1,5401.53,5,3,4,534
50438,1,1,2700.7200000000003,5,3,3,533
50445,1,1,1016.5,5,3,3,533
50448,1,1,2700.7200000000003,5,3,3,533
50449,1,1,7502.0,5,3,4,534
50452,1,1,9602.72,5,3,4,534
50453,1,1,1050.0,5,3,3,533
50454,1,1,7502.0,5,3,4,534
50456,1,1,7502.0,5,3,4,534
50460,1,1,650.56,5,3,3,533
50461,1,1,1200.32,5,3,3,533
50463,1,1,7502.0,5,3,4,534
50464,1,1,2700.7200000000003,5,3,3,533
50465,1,1,4801.28,5,3,4,534
50469,1,1,1016.5,5,3,3,533
50472,1,1,1200.32,5,3,3,533
50476,1,1,4801.28,5,3,4,534
50478,1,1,2400.68,5,3,3,533
50480,1,1,5401.53,5,3,4,534
50481,1,1,2700.7200000000003,5,3,3,533
50482,1,1,2700.7200000000003,5,3,3,533
50485,1,1,7502.0,5,3,4,534
50486,1,1,2700.7200000000003,5,3,3,533
50487,1,1,4801.28,5,3,4,534
50492,1,1,2700.7200000000003,5,3,3,533
50496,1,1,2700.7200000000003,5,3,3,533
50497,1,1,2700.7200000000003,5,3,3,533
50498,1,1,2700.7200000000003,5,3,3,533
50499,1,1,4801.28,5,3,4,534
50500,1,1,600.17,5,3,3,533
50502,1,1,2700.7200000000003,5,3,3,533
50504,1,1,1200.32,5,3,3,533
50505,1,1,9602.72,5,3,4,534
50507,1,1,650.56,5,3,3,533
50509,1,1,4801.28,5,3,4,534
50511,1,1,9602.72,5,3,4,534
50512,1,1,896.0,5,3,3,533
50513,1,1,1200.32,5,3,3,533
50514,1,1,7502.0,5,3,4,534
50516,1,1,2400.68,5,3,3,533
50517,1,1,600.17,5,3,3,533
50518,1,1,4801.28,5,3,4,534
50522,1,1,1016.5,5,3,3,533
50525,1,1,7502.0,5,3,4,534
50527,1,1,2400.68,5,3,3,533
50528,1,1,7502.0,5,3,4,534
50529,1,1,2700.7200000000003,5,3,3,533
50533,1,1,1050.0,5,3,3,533
50534,1,1,896.0,5,3,3,533
50536,1,1,1016.5,5,3,3,533
50537,1,1,1016.5,5,3,3,533
50538,1,1,4801.28,5,3,4,534
50540,1,1,1016.5,5,3,3,533
50543,1,1,4801.28,5,3,4,534
50544,1,1,2700.7200000000003,5,3,3,533
50545,1,1,1200.32,5,3,3,533
50546,1,1,9602.72,5,3,4,534
50547,1,1,2700.7200000000003,5,3,3,533
50548,1,1,2700.7200000000003,5,3,3,533
50549,1,1,7502.0,5,3,4,534
50553,1,1,1200.32,5,3,3,533
50554,1,1,1050.0,5,3,3,533
50556,1,1,2700.7200000000003,5,3,3,533
50558,1,1,4801.28,5,3,4,534
50559,1,1,896.0,5,3,3,533
50562,1,1,9602.72,5,3,4,534
50567,1,1,896.0,5,3,3,533
50568,1,1,1016.5,5,3,3,533
50570,1,1,600.17,5,3,3,533
50575,1,1,1016.5,5,3,3,533
50577,1,1,4801.28,5,3,4,534
50579,1,1,2700.7200000000003,5,3,3,533
50580,1,1,1200.32,5,3,3,533
50581,1,1,1200.32,5,3,3,533
50582,1,1,1200.32,5,3,3,533
50583,1,1,7502.0,5,3,4,534
50585,1,1,9602.72,5,3,4,534
50589,1,1,4200.0,5,3,4,534
50592,1,1,2700.7200000000003,5,3,3,533
50596,1,1,4801.28,5,3,4,534
50597,1,1,7502.0,5,3,4,534
50600,1,1,2700.7200000000003,5,3,3,533
50602,1,1,2400.68,5,3,3,533
50603,1,1,4200.0,5,3,4,534
50606,1,1,4801.28,5,3,4,534
50607,1,1,2400.68,5,3,3,533
50608,1,1,650.56,5,3,3,533
50609,1,1,1050.0,5,3,3,533
50613,1,1,896.0,5,3,3,533
50614,1,1,4200.0,5,3,4,534
50618,1,1,600.17,5,3,3,533
50622,1,1,9602.72,5,3,4,534
50623,1,1,4801.28,5,3,4,534
50624,1,1,650.56,5,3,3,533
50625,1,1,4801.28,5,3,4,534
50627,1,1,7502.0,5,3,4,534
50629,1,1,600.17,5,3,3,533
50637,1,1,7502.0,5,3,4,534
50642,1,1,4801.28,5,3,4,534
50643,1,1,7502.0,5,3,4,534
50644,1,1,9602.72,5,3,4,534
50646,1,1,600.17,5,3,3,533
50647,1,1,2400.68,5,3,3,533
50652,1,1,7502.0,5,3,4,534
50655,1,1,2700.7200000000003,5,3,3,533
50661,1,1,1200.32,5,3,3,533
50664,1,1,4801.28,5,3,4,534
50665,1,1,7502.0,5,3,4,534
50671,1,1,1016.5,5,3,3,533
50672,1,1,2700.7200000000003,5,3,3,533
50674,1,1,2700.7200000000003,5,3,3,533
50676,1,1,1200.32,5,3,3,533
50678,1,1,5401.53,5,3,4,534
50679,1,1,4801.28,5,3,4,534
50680,1,1,1200.32,5,3,3,533
50682,1,1,650.56,5,3,3,533
50683,1,1,1016.5,5,3,3,533
50687,1,1,7502.0,5,3,4,534
50688,1,1,2700.7200000000003,5,3,3,533
50690,1,1,4801.28,5,3,4,534
50691,1,1,7502.0,5,3,4,534
50692,1,1,2700.7200000000003,5,3,3,533
50693,1,1,5401.53,5,3,4,534
50694,1,1,7502.0,5,3,4,534
50697,1,1,1200.32,5,3,3,533
50698,1,1,2700.7200000000003,5,3,3,533
50702,1,1,896.0,5,3,3,533
50703,1,1,4801.28,5,3,4,534
50706,1,1,600.17,5,3,3,533
50707,1,1,2400.68,5,3,3,533
50708,1,1,2400.68,5,3,3,533
50709,1,1,1200.32,5,3,3,533
50713,1,1,4801.28,5,3,4,534
50715,1,1,1200.32,5,3,3,533
50716,1,1,2700.7200000000003,5,3,3,533
50723,1,1,4200.0,5,3,4,534
50728,1,1,1200.32,5,3,3,533
50729,1,1,4801.28,5,3,4,534
50731,1,1,1200.32,5,3,3,533
50732,1,1,1200.32,5,3,3,533
50734,1,1,7502.0,5,3,4,534
50736,1,1,7502.0,5,3,4,534
50737,1,1,1200.32,5,3,3,533
50738,1,1,5401.53,5,3,4,534
50739,1,1,1200.32,5,3,3,533
50741,1,1,1016.5,5,3,3,533
50742,1,1,1200.32,5,3,3,533
50743,1,1,7502.0,5,3,4,534
50746,1,1,7502.0,5,3,4,534
50748,1,1,5401.53,5,3,4,534
50752,1,1,4801.28,5,3,4,534
50757,1,1,2700.7200000000003,5,3,3,533
50759,1,1,2700.7200000000003,5,3,3,533
50760,1,1,4801.28,5,3,4,534
50762,1,1,2700.7200000000003,5,3,3,533
50765,1,1,5401.53,5,3,4,534
50766,1,1,1200.32,5,3,3,533
50767,1,1,1200.32,5,3,3,533
50769,1,1,600.17,5,3,3,533
50770,1,1,1016.5,5,3,3,533
50772,1,1,4801.28,5,3,4,534
50773,1,1,7502.0,5,3,4,534
50775,1,1,4801.28,5,3,4,534
50777,1,1,4801.28,5,3,4,534
50779,1,1,7502.0,5,3,4,534
50783,1,1,1200.32,5,3,3,533
50785,1,1,4200.0,5,3,4,534
50786,1,1,1200.32,5,3,3,533
50788,1,1,2700.7200000000003,5,3,3,533
50790,1,1,1016.5,5,3,3,533
50793,1,1,896.0,5,3,3,533
50796,1,1,7502.0,5,3,4,534
50797,1,1,1016.5,5,3,3,533
50799,1,1,650.56,5,3,3,533
50800,1,1,1016.5,5,3,3,533
50802,1,1,2700.7200000000003,5,3,3,533
50804,1,1,4801.28,5,3,4,534
50814,1,1,1200.32,5,3,3,533
50815,1,1,1200.32,5,3,3,533
50816,1,1,5401.53,5,3,4,534
50817,1,1,1200.32,5,3,3,533
50821,1,1,2700.7200000000003,5,3,3,533
50822,1,1,1200.32,5,3,3,533
50823,1,1,4801.28,5,3,4,534
50826,1,1,7502.0,5,3,4,534
50829,1,1,650.56,5,3,3,533
50833,1,1,1200.32,5,3,3,533
50834,1,1,2700.7200000000003,5,3,3,533
50836,1,1,2700.7200000000003,5,3,3,533
50837,1,1,1050.0,5,3,3,533
50838,1,1,1200.32,5,3,3,533
50842,1,1,7502.0,5,3,4,534
50843,1,1,4801.28,5,3,4,534
50845,1,1,7502.0,5,3,4,534
50846,1,1,7502.0,5,3,4,534
50848,1,1,650.56,5,3,3,533
50851,1,1,4801.28,5,3,4,534
50853,1,1,2700.7200000000003,5,3,3,533
50856,1,1,1200.32,5,3,3,533
50858,1,1,9602.72,5,3,4,534
50861,1,1,1016.5,5,3,3,533
50863,1,1,4801.28,5,3,4,534
50864,1,1,1016.5,5,3,3,533
50870,1,1,4801.28,5,3,4,534
50877,1,1,2700.7200000000003,5,3,3,533
50879,1,1,1016.5,5,3,3,533
50886,1,1,1200.32,5,3,3,533
50887,1,1,5401.53,5,3,4,534
50893,1,1,2700.7200000000003,5,3,3,533
50894,1,1,7502.0,5,3,4,534
50902,1,1,7502.0,5,3,4,534
50904,1,1,4801.28,5,3,4,534
50905,1,1,4801.28,5,3,4,534
50906,1,1,9602.72,5,3,4,534
50912,1,1,2700.7200000000003,5,3,3,533
50914,1,1,650.56,5,3,3,533
50916,1,1,4801.28,5,3,4,534
50918,1,1,7502.0,5,3,4,534
50919,1,1,650.56,5,3,3,533
50921,1,1,1200.32,5,3,3,533
50922,1,1,600.17,5,3,3,533
50936,1,1,650.56,5,3,3,533
50938,1,1,4801.28,5,3,4,534
50939,1,1,4200.0,5,3,4,534
50940,1,1,2700.7200000000003,5,3,3,533
50946,1,1,7502.0,5,3,4,534
50952,1,1,1200.32,5,3,3,533
50954,1,1,1200.32,5,3,3,533
50961,1,1,2700.7200000000003,5,3,3,533
50962,1,1,1200.32,5,3,3,533
50963,1,1,9602.72,5,3,4,534
50965,1,1,2700.7200000000003,5,3,3,533
50967,1,1,1016.5,5,3,3,533
50970,1,1,7502.0,5,3,4,534
50975,1,1,2700.7200000000003,5,3,3,533
50976,1,1,5401.53,5,3,4,534
50980,1,1,7502.0,5,3,4,534
50982,1,1,2700.7200000000003,5,3,3,533
50983,1,1,1016.5,5,3,3,533
50985,1,1,4801.28,5,3,4,534
50986,1,1,4801.28,5,3,4,534
50988,1,1,7502.0,5,3,4,534
50990,1,1,650.56,5,3,3,533
50991,1,1,4801.28,5,3,4,534
50995,1,1,4801.28,5,3,4,534
50996,1,1,4200.0,5,3,4,534
51000,1,1,1016.5,5,3,3,533
51003,1,1,7502.0,5,3,4,534
51006,1,1,4801.28,5,3,4,534
51013,1,1,4801.28,5,3,4,534
51014,1,1,650.56,5,3,3,533
51017,1,1,7502.0,5,3,4,534
51021,1,1,650.56,5,3,3,533
51023,1,1,1200.32,5,3,3,533
51025,1,1,2700.7200000000003,5,3,3,533
51026,1,1,600.17,5,3,3,533
51028,1,1,650.56,5,3,3,533
51029,1,1,896.0,5,3,3,533
51030,1,1,4801.28,5,3,4,534
51031,1,1,650.56,5,3,3,533
51035,1,1,1200.32,5,3,3,533
51036,1,1,4801.28,5,3,4,534
51037,1,1,7502.0,5,3,4,534
51038,1,1,5401.53,5,3,4,534
51041,1,1,4200.0,5,3,4,534
51042,1,1,1200.32,5,3,3,533
51043,1,1,1200.32,5,3,3,533
51045,1,1,7502.0,5,3,4,534
51046,1,1,4801.28,5,3,4,534
51048,1,1,650.56,5,3,3,533
51050,1,1,1200.32,5,3,3,533
51051,1,1,2400.68,5,3,3,533
51057,1,1,7502.0,5,3,4,534
51061,1,1,1016.5,5,3,3,533
51065,1,1,7502.0,5,3,4,534
51068,1,1,4801.28,5,3,4,534
51071,1,1,7502.0,5,3,4,534
51072,1,1,5401.53,5,3,4,534
51073,1,1,2700.7200000000003,5,3,3,533
51076,1,1,1200.32,5,3,3,533
51078,1,1,1016.5,5,3,3,533
51082,1,1,1016.5,5,3,3,533
51083,1,1,4801.28,5,3,4,534
51087,1,1,1200.32,5,3,3,533
51089,1,1,7502.0,5,3,4,534
51091,1,1,4200.0,5,3,4,534
51092,1,1,600.17,5,3,3,533
51094,1,1,1200.32,5,3,3,533
51099,1,1,4801.28,5,3,4,534
51101,1,1,5401.53,5,3,4,534
51102,1,1,9602.72,5,3,4,534
51104,1,1,1200.32,5,3,3,533
51106,1,1,2700.7200000000003,5,3,3,533
51108,1,1,4801.28,5,3,4,534
51111,1,1,4801.28,5,3,4,534
51113,1,1,5401.53,5,3,4,534
51114,1,1,1200.32,5,3,3,533
51115,1,1,600.17,5,3,3,533
51116,1,1,1016.5,5,3,3,533
51118,1,1,2700.7200000000003,5,3,3,533
51119,1,1,1016.5,5,3,3,533
51120,1,1,4801.28,5,3,4,534
51124,1,1,600.17,5,3,3,533
51128,1,1,896.0,5,3,3,533
51129,1,1,4801.28,5,3,4,534
51130,1,1,896.0,5,3,3,533
51131,1,1,4801.28,5,3,4,534
51132,1,1,7502.0,5,3,4,534
51133,1,1,2700.7200000000003,5,3,3,533
51135,1,1,4200.0,5,3,4,534
51137,1,1,2700.7200000000003,5,3,3,533
51138,1,1,2700.7200000000003,5,3,3,533
51141,1,1,9602.72,5,3,4,534
51142,1,1,7502.0,5,3,4,534
51143,1,1,9602.72,5,3,4,534
51144,1,1,4801.28,5,3,4,534
51148,1,1,5401.53,5,3,4,534
51149,1,1,1050.0,5,3,3,533
51151,1,1,2400.68,5,3,3,533
51152,1,1,2400.68,5,3,3,533
51156,1,1,600.17,5,3,3,533
51160,1,1,2700.7200000000003,5,3,3,533
51162,1,1,1200.32,5,3,3,533
51163,1,1,7502.0,5,3,4,534
51164,1,1,9602.72,5,3,4,534
51166,1,1,1200.32,5,3,3,533
51168,1,1,1016.5,5,3,3,533
51174,1,1,600.17,5,3,3,533
51175,1,1,1050.0,5,3,3,533
51177,1,1,600.17,5,3,3,533
51178,1,1,4801.28,5,3,4,534
51183,1,1,1016.5,5,3,3,533
51184,1,1,1200.32,5,3,3,533
51185,1,1,2700.7200000000003,5,3,3,533
51191,1,1,2400.68,5,3,3,533
51194,1,1,1016.5,5,3,3,533
51195,1,1,1200.32,5,3,3,533
51203,1,1,9602.72,5,3,4,534
51205,1,1,1200.32,5,3,3,533
51206,1,1,600.17,5,3,3,533
51209,1,1,4801.28,5,3,4,534
51210,1,1,7502.0,5,3,4,534
51212,1,1,4200.0,5,3,4,534
51216,1,1,4200.0,5,3,4,534
51218,1,1,650.56,5,3,3,533
51220,1,1,1200.32,5,3,3,533
51221,1,1,4801.28,5,3,4,534
51230,1,1,4801.28,5,3,4,534
51231,1,1,4801.28,5,3,4,534
51235,1,1,1200.32,5,3,3,533
51236,1,1,2700.7200000000003,5,3,3,533
51239,1,1,2700.7200000000003,5,3,3,533
51240,1,1,4801.28,5,3,4,534
51241,1,1,2700.7200000000003,5,3,3,533
51243,1,1,5401.53,5,3,4,534
51244,1,1,896.0,5,3,3,533
51248,1,1,4801.28,5,3,4,534
51255,1,1,896.0,5,3,3,533
51256,1,1,7502.0,5,3,4,534
51257,1,1,4801.28,5,3,4,534
51261,1,1,1016.5,5,3,3,533
51265,1,1,7502.0,5,3,4,534
51268,1,1,2700.7200000000003,5,3,3,533
51269,1,1,1200.32,5,3,3,533
51271,1,1,4801.28,5,3,4,534
51274,1,1,4801.28,5,3,4,534
51275,1,1,2700.7200000000003,5,3,3,533
51279,1,1,7502.0,5,3,4,534
51285,1,1,650.56,5,3,3,533
51290,1,1,4801.28,5,3,4,534
51291,1,1,7502.0,5,3,4,534
51297,1,1,1200.32,5,3,3,533
51298,1,1,1200.32,5,3,3,533
51300,1,1,2700.7200000000003,5,3,3,533
